id	name
71336	Armentières
71318	Godewaersvelde
71228	Merris
70382	Marcy-sous-Marle
71971	Lacroix-Saint-Ouen
72129	Coye-la-Forêt
73448	Heilly
72775	Samer
72564	Gavrelle
71942	Saint-Just-en-Chaussée
71067	Proville
71395	Ronchin
72758	Wissant
72711	La Capelle-lès-Boulogne
73202	Woincourt
71545	Berneuil-en-Bray
71875	Mogneville
72567	Neuville-Saint-Vaast
73089	Bléquin
70679	Villeneuve-Saint-Germain
71825	Avrechy
70162	Vézilly
70476	Tergnier
70127	Jaulgonne
72303	Avesnes-le-Comte
71538	Thiant
70298	Pancy-Courtecon
70136	Passy-sur-Marne
72134	Villers-Saint-Paul
71659	Grandvilliers
71161	Brunémont
71966	Bienville
73613	Chaussoy-Epagny
72752	Rety
72169	Thiverny
70514	Châtillon-sur-Oise
72577	Biache-Saint-Vaast
71399	Ennetières-en-Weppes
73888	Péronne
71208	Rieulay
71189	Aniche
71301	Hazebrouck
72970	Verchocq
71276	Zuydcoote
72807	Avion
72685	Sailly-Labourse
70798	Hirson
73473	Naours
72637	Verquin
72867	Douriez
73826	Montauban-de-Picardie
71747	Tillé
73048	Tournehem-sur-la-Hem
73706	Rosières-en-Santerre
71029	Solre-le-Château
71242	Steene
71518	Quiévrechain
72130	Gouvieux
71604	Trie-Château
72673	Busnes
72241	Fampoux
73002	La Calotterie
70240	Villequier-Aumont
71713	Anserville
71435	Lesquin
72885	Beutin
70856	Burelles
73269	Sailly-Flibeaucourt
72800	Hardinghen
72069	Cuvilly
70470	Saint-Erme-Outre-et-Ramecourt
70246	Blérancourt
71258	Bavinchove
71493	Hélesmes
71192	Écaillon
72933	Chériennes
72088	Chevincourt
72434	Écurie
72094	Mélicocq
73821	Lesbœufs
71109	Le Cateau-Cambrésis
72760	Outreau
73000	Cucq
71216	Beuvry-la-Forêt
73552	La Chaussée-Tirancourt
71578	Chaumont-en-Vexin
72433	Duisans
72099	Thourotte
72883	Attin
71485	Thivencelle
73036	Éperlecques
70779	Guise
71420	Thumeries
71281	Grand-Fort-Philippe
72167	Saint-Leu-d'Esserent
70804	Saint-Michel
73745	Authuille
73164	Ault
71002	Boussois
71289	Lynde
73240	Béhen
73176	Crécy-en-Ponthieu
71287	Ebblinghem
71362	Wavrin
73426	Lœuilly
72857	Tigny-Noyelle
70294	Neuville-sur-Ailette
71215	Auchy-lez-Orchies
70734	Ressons-le-Long
73241	Cahon
73602	Querrieu
72812	Courrières
71774	Crillon
71184	Courchelettes
72215	Verberie
73013	Wailly-Beaucamp
71182	Sin-le-Noble
70969	Locquignol
72964	Maninghem
71412	Fretin
72815	Harnes
71416	Mons-en-Pévèle
73028	Ardres
72861	Beaurainville
72229	Plailly
71283	Loon-Plage
73016	Ecques
72820	Dourges
72609	Ecquedecques
72456	Heuchin
73024	Roquetoire
70121	Condé-en-Brie
71238	Hoymille
71874	Liancourt
70335	La Fère
72447	Eps
71453	Halluin
71451	Neuville-en-Ferrain
72962	Hucqueliers
71166	Féchain
71132	Les Rues-des-Vignes
71154	Solesmes
72889	Estrée
71406	Bondues
72493	Foncquevillers
71232	Armbouts-Cappel
73315	Villers-sur-Authie
73150	Domqueur
71279	Grande-Synthe
73356	Dreuil-lès-Amiens
73142	Abbeville
71593	Lierville
72235	Athies
71054	Thun-l'Évêque
72234	Vineuil-Saint-Firmin
73051	Blendecques
72834	Billy-Montigny
72432	Dainville
73223	Allery
73810	Carnoy
70992	Assevent
71309	Warhem
71121	Anneux
71456	Mouvaux
70748	Haramont
70554	Neuville-Saint-Amand
70355	Bruyères-et-Montbérault
73330	Acheux-en-Amiénois
72219	Avilly-Saint-Léonard
71723	Méru
72227	Ognon
70251	Coucy-le-Château-Auffrique
72681	Saint-Venant
70141	Trélou-sur-Marne
73611	Ailly-sur-Noye
71372	Salomé
71455	Roncq
71397	Beaucamps-Ligny
73610	Villers-Bocage
71898	Méry-la-Bataille
72869	Hesmond
73401	Glisy
71381	Leers
71636	Formerie
73076	Fauquembergues
72249	Aubigny-en-Artois
71090	Caudry
72238	Achicourt
72871	Loison-sur-Créquoise
73443	Corbie
71098	Malincourt
71183	Waziers
71257	Arnèke
70499	Le Catelet
71334	Wormhout
72785	Fréthun
73660	Montdidier
72829	Angres
71363	Aubers
70148	Coulonges-Cohan
71468	Hordain
73317	Vron
70875	Vervins
70717	Ambleny
71748	Troissereux
72579	Brebières
71312	La Gorgue
71434	Houplin-Ancoisne
73313	Saint-Quentin-en-Tourmont
71698	Hétomesnil
70122	Connigis
70590	Holnon
72282	Boubers-sur-Canche
72849	Wingles
73038	Landrethun-lès-Ardres
73170	Saint-Quentin-la-Motte-Croix-au-Bailly
71718	Fosseuse
72578	Boiry-Notre-Dame
73007	Montreuil
72900	Tubersent
72202	Neuilly-en-Thelle
72918	Radinghem
72628	Annezin
71408	Attiches
73487	Gézaincourt
72236	Saint-Laurent-Blangy
72677	Lillers
71209	Somain
72789	Sangatte
73171	Woignarue
72436	Marœuil
70340	Saint-Nicolas-aux-Bois
72223	La Chapelle-en-Serval
71245	Bourbourg
70813	Étréaupont
73766	Pozières
72753	Rinxent
71384	Toufflers
70210	Merlieux-et-Fouquerolles
73684	Moreuil
72825	Loison-sous-Lens
71717	Esches
72624	La Couture
71770	Villers-Saint-Sépulcre
71529	Haulchin
70077	Charly-sur-Marne
73682	Le Quesnel
72208	Pont-Sainte-Maxence
72682	Beuvry
73785	Suzanne
71837	Fitz-James
71364	Fournes-en-Weppes
70594	Maissemy
73324	Lanchères
73327	Saigneville
72409	Bucquoy
70909	Étrœungt
72246	Arras
73231	Huppy
72472	Baralle
70087	Montreuil-aux-Lions
71319	Houtkerque
70252	Crécy-au-Mont
72507	Puisieux
72216	Verneuil-en-Halatte
73266	Noyelles-sur-Mer
71021	Cousolre
71428	Verlinghem
71753	Cauvigny
73761	Méaulte
73253	Agenvillers
71690	Sérifontaine
71974	Vieux-Moulin
70415	Neufchâtel-sur-Aisne
71359	Haubourdin
72026	Élincourt-Sainte-Marguerite
73459	Villers-Bretonneux
73125	Tilques
71978	Le Meux
72764	Doudeauville
72941	Marconne
73309	Nampont
72826	Loos-en-Gohelle
71330	Ledringhem
71565	Savignies
73062	Saint-Folquin
70918	Avesnes-sur-Helpe
72194	Cires-lès-Mello
70241	Viry-Noureuil
71254	Spycker
72791	Alembon
71398	Englos
73129	Saint-Omer
72712	Saint-Martin-Boulogne
71333	Volckerinckhove
72660	Fresnicourt-le-Dolmen
72177	Fontaine-Chaalis
71338	Capinghem
72809	Mazingarbe
70870	Plomion
71168	Gœulzin
70463	Liesse-Notre-Dame
70686	Noyant-et-Aconin
72831	Liévin
71515	Onnaing
71424	Deûlémont
71432	Wasquehal
72972	Zoteux
72816	Pont-à-Vendin
72188	Ver-sur-Launette
73827	Rancourt
71385	Tressin
71709	Saint-Omer-en-Chaussée
71403	Le Maisnil
70106	Essômes-sur-Marne
72164	Mello
71778	Gerberoy
71303	Ghyvelde
73312	Rue
73054	Audruicq
71915	Saint-Félix
73502	Hornoy-le-Bourg
72572	Thélus
73030	Autingues
72278	Auxi-le-Château
73088	Bayenghem-lès-Seninghem
72747	Leubringhen
73034	Brêmes
73837	Ham
70896	Felleries
72787	Peuplingues
71382	Lys-lez-Lannoy
73046	Recques-sur-Hem
72071	Gournay-sur-Aronde
72692	Lambres
71570	Beauvais
73757	Grandcourt
72824	Annay
72655	Violaines
72334	Achiet-le-Grand
73305	Fort-Mahon-Plage
70313	Crécy-sur-Serre
71358	Emmerin
73178	Domléger-Longvillers
70096	Belleau
71968	Clairoix
71427	Quesnoy-sur-Deûle
71879	Rantigny
72741	Audresselles
72792	Andres
72754	Saint-Inglevert
72976	Blangy-sur-Ternoise
73754	Courcelette
70397	Berry-au-Bac
72435	Étrun
73012	Sorrus
70110	Gland
73121	Moulle
70550	Gauchy
71272	Bray-Dunes
72044	Cuts
73127	Tatinghem
70318	Nouvion-et-Catillon
71535	Prouvy
71061	Fontaine-Notre-Dame
72559	Bailleul-Sir-Berthoult
72705	Pernes-lès-Boulogne
73154	Long
73551	L'Étoile
72190	Balagny-sur-Thérain
72135	Creil
71500	Raismes
71703	Milly-sur-Thérain
71321	Saint-Sylvestre-Cappel
70803	Origny-en-Thiérache
73328	Saint-Blimont
72852	Berck
71175	Flers-en-Escrebieux
71523	Bellaing
71135	Masnières
72973	Auchy-lès-Hesdin
73126	Longuenesse
73815	Flers
72813	Oignies
73106	Pihem
72132	Saint-Maximin
70708	Pargny-Filain
73479	Vauchelles-lès-Domart
72128	Chantilly
70471	Sainte-Preuve
72081	Ressons-sur-Matz
72171	Baron
70090	Romeny-sur-Marne
73911	Vraignes-en-Vermandois
72735	Vieil-Moutier
71360	Loos
73267	Ponthoile
71986	Grandfresnoy
73770	Cappy
73135	Vauchelles-les-Quesnoy
71524	Petite-Forêt
71383	Sailly-lez-Lannoy
73774	Éclusier-Vaux
72181	Montagny-Sainte-Félicité
71379	Hem
70508	Alaincourt
72683	Labourse
73515	Bovelles
73405	Hébécourt
71230	Vieux-Berquin
72439	Sainte-Catherine
71823	Agnetz
71355	Sainghin-en-Mélantois
71255	Watten
