id	name
1	1385499
2	1836973
3	8817383
4	3199833
5	18154398
6	12597814
7	7021519
8	1979054
9	2434894
10	7705033
11	4458209
12	11857208
13	1176886
14	1527545
15	1120287
16	481986
17	5558428
18	12342431
19	1333332
20	10543102
21	661884
22	4326567
23	234891
24	2196862
25	1862677
26	6131952
27	2427617
28	2371751
29	3680979
30	1336283
31	8075601
32	11932960
33	579159
34	2372628
35	1740729
36	8598968
37	265604
38	7678280
39	2279514
40	247500
41	551185
42	1483603
43	1783019
44	2258896
45	2079776
46	801094
47	2273090
48	19140053
49	3347481
50	4077843
51	4922522
52	219353
53	7249027
54	10004726
55	260503
56	454899
57	5787883
58	1331660
59	3364976
60	11876334
61	12322111
62	2008778
63	1459196
64	7008932
65	11885745
66	2285600
67	3854465
68	814600
69	1056055
70	1489743
71	1762459
72	2287836
73	5798310
74	6208344
75	7261572
76	7771300
77	11888821
78	12208448
79	13164151
80	14215567
81	10468388
82	1308916
83	4700984
84	15228630
85	807068
86	581088
87	11795984
88	1322553
89	1026189
90	547022
91	777274
92	2428688
93	1335078
94	17670892
95	7345800
96	8466462
97	8503869
98	2248273
99	18895462
100	483751
101	14411748
102	4603798
103	1863019
104	19792664
105	6999625
106	1907231
107	233237
108	3355837
109	3741326
110	3802496
111	6983382
112	17463262
113	7078122
114	2501415
115	1761636
116	7181194
117	1333832
118	228764
119	8399512
120	11662661
121	287287
122	17706409
123	784053
124	6550916
125	7097423
126	1335555
127	3256488
128	6538781
129	7097839
130	5850273
131	10678180
132	1491303
133	269814
134	793722
135	1089886
136	3258738
137	8759777
138	11778481
139	15038634
140	15119422
141	7304476
142	17338738
143	287199
144	5279709
145	10683059
146	7812817
147	5892627
148	1334233
149	2330017
150	3365098
151	2323253
152	1894079
153	4758110
154	1959009
155	3579877
156	1957128
157	7147316
158	6622348
159	4579647
160	7716750
161	10221990
162	1905561
163	2643560
164	1337083
165	236898
166	2174478
167	2686916
168	275111
169	781881
170	3514195
171	4242962
172	7174290
173	10323674
174	1536598
175	562971
176	662721
177	19283594
178	281575
179	4188314
180	4585919
181	2148925
182	2223873
