id	name
1	Calais
2	Lille
3	La Fère
4	Montreuil
5	Roye
6	Amiens
7	Barlin
8	Boulogne-sur-Mer-Nord-Ouest
9	Marquise
10	Calais-Nord-Ouest
11	Lille-Nord
12	Seclin-Nord
13	Rue
14	Beauvais
15	Villeneuve-d'Ascq
16	Marcq-en-Barœul
17	Chantilly
18	Senlis
19	Dunkerque
20	Condé-sur-l'Escaut
21	Arras
22	Saint-Omer-Sud
23	Saint-Omer
24	Boulogne-sur-Mer
25	Douai-Sud
26	Fère-en-Tardenois
27	Sissonne
28	Bohain-en-Vermandois
29	Saint-Quentin
30	Avesnes-sur-Helpe
31	Quesnoy-sur-Deûle
32	Roubaix
33	Seclin
34	Étaples
35	Lens
36	Samer
37	Liancourt
38	Vimy
39	Corbie
40	Albert
41	Saint-Valery-sur-Somme
42	Gravelines
43	Ardres
44	Ribécourt-Dreslincourt
45	Nanteuil-le-Haudouin
46	Landrecies
47	Valenciennes
48	Hénin-Beaumont
49	Tourcoing
50	Lomme
51	Lille-Ouest
52	Valenciennes-Sud
53	Hazebrouck-Nord
54	Hazebrouck-Sud
55	Hazebrouck
56	Merville
57	Armentières
58	Compiègne
59	Béthune-Nord
60	Bruay-la-Buissière
61	Lillers
62	Nœux-les-Mines
63	Berck
64	Arques
65	Saint-Omer-Nord
66	Lannoy
67	Boulogne-sur-Mer-Nord-Est
68	Cambrai
69	Chauny
70	Noyon
71	Cassel
72	Neufchâtel-sur-Aisne
73	Ault
74	Roubaix-Ouest
75	Houdain
76	Hucqueliers
77	Château-Thierry
78	Soissons-Sud
79	Trélon
80	Craonne
81	Abbeville
82	Vic-sur-Aisne
83	Neuilly-en-Thelle
84	Boves
85	Marchiennes
86	La Bassée
87	Lumbres
88	Soissons
89	Péronne
90	Orchies
91	Hautmont
92	Maubeuge
93	Tourcoing-Nord
94	Avesnes-le-Comte
95	Songeons
96	Vitry-en-Artois
97	Poix-de-Picardie
98	Haubourdin
99	Bergues
100	Laon-Sud
101	Laon
102	Pont-à-Marcq
103	Valenciennes-Est
104	Béthune-Sud
105	Ailly-le-Haut-Clocher
106	Nivillers
107	Compiègne-Sud-Est
108	Nesle
109	Dainville
110	Harnes
111	Douai
112	Steenvoorde
113	Formerie
114	Pont-Sainte-Maxence
115	Doullens
116	Condé-en-Brie
117	Arras-Sud
118	Hondschoote
119	Attichy
120	Lille-Sud-Est
121	Bailleul-Sud-Ouest
122	Solre-le-Château
123	Nouvion
124	Bully-les-Mines
125	Liévin-Sud
126	Campagne-lès-Hesdin
127	Wormhout
128	Coucy-le-Château-Auffrique
129	Dunkerque-Est
130	Cysoing
131	Creil
132	Auneuil
133	Fruges
134	Valenciennes-Nord
135	Vermand
136	Douai-Sud-Ouest
137	Grande-Synthe
138	Bouchain
139	Compiègne-Sud-Ouest
140	Outreau
141	Hesdin
142	Fauquembergues
143	Cambrai-Ouest
144	Ham
145	Méru
146	Douvrin
147	Audruicq
148	Montataire
149	Boulogne-sur-Mer-Sud
150	Lens-Nord-Est
151	Creil-Nogent-sur-Oise
152	Bourbourg
153	Berlaimont
154	Arras-Nord
155	Aire-sur-la-Lys
156	Le Quesnoy-Est
157	Le Cateau-Cambrésis
158	Soissons-Nord
159	Courrières
160	Wingles
161	Abbeville-Sud
162	Norrent-Fontes
163	Maignelay-Montigny
164	Le Catelet
165	Moyenneville
166	Bavay
167	Wattrelos
168	Le Parcq
169	Amiens  4e  (Est)
170	Braine
171	Moÿ-de-l'Aisne
172	Mouy
173	Liévin
174	Le Portel
175	Friville-Escarbotin
176	Carvin
177	Noailles
178	Abbeville-Nord
179	Saint-Amand-les-Eaux
180	Le Quesnoy
181	Douai-Nord
182	Denain
183	Saint-Pol-sur-Ternoise
184	Desvres
185	Vervins
186	Saint-Amand-les-Eaux-Rive droite
187	Clermont
188	Bailleul
189	Cambrai-Est
190	Méricourt
191	Villers-Cotterêts
192	Laventie
193	Béthune
194	Le Coudray-Saint-Germer
195	Charly-sur-Marne
196	Bapaume
197	Tergnier
198	La Capelle
199	Maubeuge-Sud
200	Clary
201	Crécy-en-Ponthieu
202	Tourcoing-Nord-Est
203	Crépy-en-Valois
204	Bailleul-Nord-Est
205	Villers-Bocage
206	Dunkerque-Ouest
207	Douai-Nord-Est
208	Vailly-sur-Aisne
209	Grandvilliers
210	Breteuil
211	Anzin
212	Calais-Est
213	Combles
214	Compiègne-Nord
215	Avion
216	Auxi-le-Château
217	Marcoing
218	Tourcoing-Sud
219	Montdidier
220	Saint-Just-en-Chaussée
221	Leforest
222	Saint-Quentin-Sud
223	Guiscard
224	Chaulnes
225	Crèvecœur-le-Grand
226	Carnières
227	Amiens  1er (Ouest)
228	Le Nouvion-en-Thiérache
229	Le Quesnoy-Ouest
230	Betz
231	Ressons-sur-Matz
232	Marseille-en-Beauvaisis
233	Calais-Centre
234	Beauvais-Sud-Ouest
235	Heuchin
236	Croisilles
237	Montigny-en-Gohelle
238	Domart-en-Ponthieu
