100187070	3	2
100187070	2	1
100153339	1	4
99999999	2	5	4
100187070	2	4
100188634	2	1
100187070	2	5	1
100186216	2	1
99999999	2	4
100187070	3	5
99999999	2	4
100187070	3	4
100187070	2	5
100187070	3	2
100186216	1	4
100187070	2	1
100187070	2	4
99999999	2	1
100187070	2	5
100187070	2	1	4
100188634	2	4
100187070	2	1
100187070	1	4
100187070	2	1
100187070	3	2	5	4
99999999	2	4
99999999	2	4
100187070	3	5	4
99999999	2	1	4
100187070	2	1
100187070	2	1
100188634	2	1
100187070	3	2
99999999	2	1
100187070	3	1
100187070	2	1
99999999	2	1
100187070	2	4
100187070	2	5	1
100187070	3	5	4
100187070	2	1
100187070	2	1
100187070	2	1
99999999	3	2	5	1
99999999	2	1
100187070	3	2	4
100187070	2	5
100187070	2	1	4
100187070	2	1	4
100187070	2	1
99999999	5	4
99999999	3	2	1
100186216	1	4
100186216	3	2	1
99999999	2	1
99999999	5	1
100187070	2	5
100187070	5	1	4
99999999	1	4
100187070	2	1
99999999	2	1
100187768	2	4
100187070	3	1	4
99999999	3	1	4
100187070	2	1
99999999	1	4
99999999	2	5	1
100187070	2	1
99999999	2	1
100187070	2	1
100187070	2	4
100188634	1	4
100187070	2	1
100187070	5	4
100188634	2	1
99999999	1	4
100188045	3	1	4
100000191	2	1
100187070	2	1
99999999	2	5
100187070	2	1
99999999	2	1	4
100187070	3	5	1	4
99999999	2	1	4
100187070	1	4
100187070	3	2	1
100187070	1	4
100187070	2	1
99999999	2	1	4
100187070	2	1
100187070	2	1
99999999	1	4
100187070	1	4
99999999	2	5
100188634	2	4
100186216	2	1	4
100187070	1	4
100187070	3	2	1
99999999	2	1
99999999	2	1	4
99999999	1	4
100187070	2	1
100187070	1	4
99999999	2	1
99999999	2	1	4
100187070	3	4
99999999	1	4
100187070	2	1
100187070	2	1
100187070	1	4
100187070	2	1	4
100187070	2	1
100186591	2	1
100187070	2	1
100187070	2	4
100186216	2	1
99999999	1	4
99999999	3	2
100187070	2	5	1	4
100187070	5	1
100187070	1	4
100187070	2	1
100186216	1	4
100187070	5	4
99999999	2	5	1
99999999	2	5
99999999	3	4
100187070	3	2	1	4
100187275	1	4
100187070	5	1	4
99999999	2	1
100294453	2	1
100187070	2	5	1
100293955	2	5	4
99999999	2	1
99999999	2	1
100186216	3	5	1	4
100187070	2	1
100187070	2	5
100150768	2	4
99999999	2	1
100187070	5	4
100186216	2	1
100187070	2	1
100187070	3	5
100188634	3	2	5	1
100187070	1	4
100187070	3	2	5	1
100187070	2	4
99999999	3	2
100187070	2	1
100187070	5	4
100186216	1	4
100188634	2	1
99999999	3	5
100188634	1	4
100188634	2	1
99999999	2	1
100186216	3	2	1
100186216	2	4
99999999	2	5
100187070	2	5	1
99999999	1	4
99999999	2	4
100187070	1	4
100187070	1	4
99999999	3	2	1	4
100186216	2	4
99999999	5	4
100187070	3	5
99999999	2	1
100187070	2	1
100187070	2	1	4
99999999	2	4
100187070	2	1
100187070	2	1
100187070	3	5	1	4
99999999	1	4
100188634	2	4
100187070	2	1
100188634	3	2	1	4
100187070	2	1
100187070	2	5
100187070	2	5
100187070	2	1
100187070	2	1
100187070	2	1
100187070	2	1
100187070	2	1
100187070	2	1
99999999	2	1
100187070	2	1
99999999	2	4
100187070	2	1
100188634	2	1
100255104	3	1
99999999	2	1
100187070	3	2
100187070	1	4
100186216	2	4
100187070	2	4
100187070	3	5	1
100186216	3	2
99999999	2	1
100187070	2	1
100188634	1	4
100187070	2	1
100188634	2	1
99999999	5	4
100186216	1	4
100187070	3	2
99999999	2	1
100255055	2	1
100293969	2	4
99999999	3	2
100187768	2	5
100187070	2	5	1
100188634	2	1
100187070	2	1
100187070	2	1
99999999	2	5
100187070	3	1
100187070	5	1
100188634	2	5
100187070	2	1
99999999	2	5
100187070	5	1
100186216	3	1	4
99999999	2	1	4
100187070	5	1
100187070	3	2	1
100188553	2	4
100187070	2	1
100187070	3	2	4
99999999	2	4
100187070	5	1	4
100187070	2	5	1	4
100187070	3	2
100187070	2	1
99999999	2	4
100187070	2	1	4
99999999	5	1
100293764	3	2	1
100187070	2	1
100187070	2	1
99999999	2	1
100188634	2	5
99999999	3	2	1
100186216	3	2
100187070	2	1
99999999	2	1	4
99999999	1	4
100187070	2	1
100187070	3	5
100186216	2	1
100187070	3	2
99999999	1	4
100147237	5	1
100187070	2	1
100187070	2	4
100187070	2	5	1
100186216	1	4
100187070	1	4
99999999	5	4
100187070	5	4
100187070	2	1
99999999	2	1
100187070	2	1
100187427	2	1
99999999	5	4
100187070	5	4
99999999	1	4
99999999	2	1
100187070	2	4
100188634	2	1
100187070	2	1
100187070	2	1
99999999	1	4
99999999	5	4
100186216	2	1
99999999	2	1
100186216	2	1
100187070	2	5	1
100187070	2	1	4
100187070	2	5
100186216	2	5	4
99999999	3	4
99999999	2	1
100187070	3	2	5	1	4
100188634	1	4
100187070	2	5	1
100187070	2	1
99999999	2	4
100187070	2	4
100186216	1	4
100187070	1	4
100187070	3	2	1	4
100187070	2	5
100187070	2	1
99999999	1	4
100187070	3	2	5	4
99999999	2	4
99999999	2	1
100187070	2	1
100188634	3	2	1
100186216	3	2
100188634	2	4
100187070	2	1
99999999	2	1
100187070	3	2	1
99999999	2	1
99999999	2	1
100187070	3	2	5	1	4
100187070	2	1
99999999	2	1
100187070	2	1	4
100187070	2	5
100187070	2	1
100188634	3	1
100187070	2	1
99999999	2	1
100187070	3	5
99999999	2	1
100187070	5	4
99999999	2	5	1
100187070	2	1
100187070	2	1	4
100187070	2	1	4
100187070	1	4
99999999	3	2
99999999	2	4
100187070	2	1	4
99999999	2	1
100188553	1	4
100187070	3	2
100187070	5	1
100186216	1	4
100187070	3	5
100187070	2	5
100188634	2	1
100187070	2	1
100187070	2	5
100187070	2	1
100187070	2	1	4
100187070	5	1
100187070	2	1
100188634	2	1
100188634	3	2	1
100187070	2	4
99999999	3	1
99999999	3	5
99999999	3	2	1
99999999	2	1
100153339	5	1	4
100187070	3	5
99999999	2	5
100187070	2	1
100187070	1	4
100187070	3	5
99999999	5	4
99999999	2	1	4
100188634	2	1
100187070	3	2	5	1	4
99999999	2	1	4
100187070	5	4
99999999	2	5	1
100187070	5	4
100187070	2	1
99999999	5	1
100187070	2	1
100188634	1	4
100187070	1	4
100187070	2	1
100187070	2	1
99999999	3	5	1
100187070	2	1
100187070	5	4
100187070	2	5
100000191	2	1
100187070	3	2	1	4
99999999	2	1
100188553	2	1
100187070	2	5	1
99999999	2	1
100188634	3	2
100187070	3	4
100186216	3	2
99999999	5	4
100187070	3	4
100188553	1	4
100187070	2	1
99999999	5	4
99999999	3	5
100187070	2	1
100187070	2	5	1	4
100187070	2	1
99999999	3	4
100187070	3	2	5	1	4
100187070	2	1
99999999	3	1	4
100186216	3	1
100187070	2	1	4
99999999	2	1
100187070	1	4
100187070	2	1
100187070	5	1
100186216	2	1	4
100187070	2	5	1	4
100187070	2	4
100187070	1	4
100187070	2	5
99999999	2	1	4
99999999	2	1	4
100189896	2	1
100186216	1	4
100186216	3	2	1
99999999	5	1
100187070	2	1
99999999	2	1
99999999	2	1
100187070	2	1
99999999	2	5	1	4
100255055	5	1
100187070	1	4
100188634	2	4
99999999	2	1
99999999	2	1
100187070	2	1
100187070	5	1
100188634	3	1
99999999	1	4
100186216	3	5	4
100187070	2	4
100187070	3	5
100186216	2	1
100187070	2	1	4
100187070	3	2
99999999	5	4
100187070	2	1	4
100187070	3	2	5
99999999	2	4
100189806	5	4
100187070	2	1
100187070	2	5	1
100187070	2	4
100186216	3	1
99999999	1	4
100187070	2	1
100187070	2	1
100187070	2	1
100186216	3	1	4
99999999	2	5
100186216	1	4
100188634	1	4
100186216	3	2	1
100187070	3	5	1
99999999	2	1
99999999	2	1
100187070	2	5
100187070	2	1
100187070	1	4
99999999	2	1
99999999	3	2
100188634	1	4
100187070	2	1
99999999	5	4
100187070	3	5	1
100187070	1	4
100187070	2	1
99999999	5	1
100187070	3	2	5	1	4
100187070	2	1	4
99999999	5	4
100187070	2	4
99999999	5	4
99999999	5	1	4
100187070	5	1	4
99999999	2	1
100187070	3	4
100187070	3	2	5	1	4
100187070	2	1	4
100187070	2	1
100187070	3	4
100188634	3	4
99999999	1	4
100255055	2	4
99999999	2	1
99999999	1	4
100187070	2	1	4
100187070	2	1
100187070	2	1
100187070	1	4
100186216	2	1
100187070	2	4
100187070	2	1	4
100187070	5	1	4
100187070	3	5
100187070	2	1
99999999	3	4
100188634	2	1
100187070	2	1
100187070	2	1
100187070	5	1
100188634	5	1
99999999	2	1
100187070	2	1
100186216	2	1
100187070	2	4
100187070	1	4
99999999	5	1
99999999	5	4
100187070	3	5
100187070	5	1	4
100186216	5	1
99999999	5	4
100187070	2	4
100187070	3	1
99999999	2	1
100187070	3	2	4
100186216	2	1
100187070	3	2	1
100187070	2	1	4
100187070	2	4
100187070	2	1
100187070	2	1	4
99999999	1	4
100186216	2	1	4
99999999	3	1	4
100187070	5	4
99999999	1	4
99999999	2	1
99999999	5	4
100187070	2	5	1
100187070	2	1
100293824	2	1
100187070	2	1	4
99999999	3	2	5	1	4
100188634	2	1
99999999	2	1
100187070	2	1
99999999	2	1
99999999	1	4
100187070	2	1	4
100187070	2	1
99999999	1	4
100187070	5	4
100187070	2	1
100187070	3	5
100187070	2	5
100187070	2	1
99999999	2	1	4
